,meanImp,medianImp,minImp,maxImp,normHits,decision,V7,CategoryName
0,-1.1073396432002882,-1.1382213114360789,-2.143149955567136,0.01291465596755166,0.0,Rejected,DRFATCA/CRS_Minor_last_10_checklists,Documentation standard
1,-0.9205334872898436,-0.5926041404590067,-2.464211755229416,0.6870002506189763,0.0,Rejected,DRFATCA/CRS_Minor_last_5_checklists,Documentation standard
2,-0.5899944543424052,-0.5871770697367815,-3.053567154572139,1.8365900090343024,0.0,Rejected,Weekday_Monday,Documentation standard
3,-0.38745378756051435,0.0,-1.4170488799357963,1.001001502504383,0.0,Rejected,COClient_Outreach_Critical_last_10_checklists,Documentation standard
4,-0.28722991337606774,-0.42948225546582897,-1.1325088841134399,0.9990167752299447,0.0,Rejected,Weekday_Tuesday,Documentation standard
5,-0.23531124275285253,-0.26371509577683844,-1.6284669660845703,0.9792827231611362,0.0,Rejected,COControl_Major_last_5_checklists,Documentation standard
6,-0.1591539305582414,-0.3911397365202527,-2.3198285531953435,1.368055614584589,0.0,Rejected,Category_FI,Documentation standard
7,-0.14957109802299412,-0.19172992568342165,-1.6946443288986013,1.1377491253925716,0.0,Rejected,Weekday_Thursday,Documentation standard
8,-0.11886974991980026,-0.012536501485400297,-3.128033384981539,2.8040419603885476,0.0,Rejected,TLAssignedName_Armannsson__G___Gabriela_,Documentation standard
9,-0.05809941443332272,-0.010107757375376048,-1.3720402501176998,1.1191264329413435,0.0,Rejected,ProcessingUnit_DIBA,Documentation standard
10,-0.05220192928862855,-0.3291736475263457,-1.110405702545162,2.2345598514264693,0.0,Rejected,FATCA_TRUE,Documentation standard
11,-0.02750021884203662,0.0,-1.4170468343024822,1.4170501202463162,0.0,Rejected,COScreening_Critical_last_10_checklists,Documentation standard
12,0.0,0.0,0.0,0.0,0.0,Rejected,CORisk_factors_Minor_last_5_checklists,Documentation standard
13,0.0,0.0,0.0,0.0,0.0,Rejected,COClient_Outreach_Critical_last_5_checklists,Documentation standard
14,0.0,0.0,0.0,0.0,0.0,Rejected,TLAssignedName_Galtie__B___Benoit_,Documentation standard
15,0.004451756828069126,-0.2495330750027501,-2.5182313648060166,1.67892041092356,0.0,Rejected,PCRisk_factors_Minor_last_5_checklists,Documentation standard
16,0.03762776226232394,0.0,-1.4167942397291704,1.4170304679817178,0.0,Rejected,CORisk_factors_Critical_last_10_checklists,Documentation standard
17,0.06673343350029219,0.0,0.0,1.0010015025043828,0.0,Rejected,CORisk_factors_Minor_last_10_checklists,Documentation standard
18,0.09424691238242532,-0.0421635472650329,-1.1723421219737162,2.0140037911612088,0.0,Rejected,Weekday_Wednesday,Documentation standard
19,0.09895570414193561,-0.07627094866573128,-1.5967832892023082,1.9688492485481428,0.0,Rejected,Weekday_Friday,Documentation standard
20,0.09986152074081246,0.1512146321017082,-0.9928955418119204,2.746343308454023,0.0,Rejected,ProcessingCountry_Netherlands,Documentation standard
21,0.14003325880900805,0.46266638266011956,-2.202636156950444,1.0999660206495194,0.0,Rejected,TLAssignedName_Wojciechowska__M___Magdalena_,Documentation standard
22,0.165518482572429,0.428018784725428,-1.3218717950866605,1.5080173692543493,0.0,Rejected,DRRisk_factors_Critical_last_5_checklists,Documentation standard
23,0.17446059792332877,0.6209339104623776,-2.359483961181852,1.6352680524907333,0.0,Rejected,PCODD_(Office_Due_Diligence)_-_local_requirements_(if_applicable)_Critical_last_10_checklists,Documentation standard
24,0.2002003005008766,0.0,0.0,1.001001502504383,0.0,Rejected,COScreening_Critical_last_5_checklists,Documentation standard
25,0.20462500943553616,0.3392146669976375,-1.5083965828975572,0.9487824535292944,0.0,Rejected,HourNumeric,Documentation standard
26,0.21668449872917617,-0.11789039228850563,-1.2961410961407012,1.9776966323565937,0.0,Rejected,COControl_Major_last_10_checklists,Documentation standard
27,0.22393142341050912,0.16055285277759684,-0.980070671860891,1.6579055975404846,0.0,Rejected,Cases_last_5_days_of_DR,Documentation standard
28,0.2299442367832068,0.0,-1.0010015025043828,1.4167656187800837,0.0,Rejected,DRRisk_factors_Minor_last_10_checklists,Documentation standard
29,0.2518653306634318,0.6412609842993522,-1.7563520879750425,1.7602277956373114,0.0,Rejected,FATCA_FALSE,Documentation standard
30,0.2896464433310404,0.443201948348177,-1.4169947956848536,2.1342353132822223,0.0,Rejected,CDDRiskLevel_Other,Documentation standard
31,0.3036567547525484,0.5340590661550637,-1.1749289979393878,0.9951844835236575,0.0,Rejected,Category_In_scope_WB,Documentation standard
32,0.31005180843322416,0.2603329640498702,-1.5623329076609358,2.4918547777287148,0.0,Rejected,DRRelationship_Critical_last_5_checklists,Documentation standard
33,0.3154435248061198,0.2561768878105036,-0.6540081618547567,1.361560794627734,0.0,Rejected,PCControl_Critical_last_5_checklists,Documentation standard
34,0.3170691383050374,0.4210384145198806,-1.3982770560654398,1.7542988212983235,0.0,Rejected,TLAssignedName_Bonczkowski__P___Pawel_,Documentation standard
35,0.3699868708098675,0.6369321676982573,-1.5248647811018516,2.5076558456698246,0.0,Rejected,COControl_Minor_last_5_checklists,Documentation standard
36,0.4004006010017532,0.0,0.0,1.001001502504383,0.0,Rejected,DRRisk_factors_Minor_last_5_checklists,Documentation standard
